"Vandalism","Fire","Lightning","Wind","Hail","Vehicle","WaterNW","WaterW","Misc","Loss","Description"
0,0,0,1,0,0,0,0,0,7739.65,"wind damage at fair grounds                       "
0,0,0,0,0,0,0,0,1,45399.09,"Equipment & fuel system damaged                   "
0,0,0,0,0,1,0,0,0,2628.19,"transformer damaged by vehicle                    "
0,0,0,0,0,1,0,0,0,4008,"fence gate damaged at Kanow Park                  "
0,0,0,0,0,1,0,0,0,4335.77,"hit and run damaged fire hydrant                  "
0,0,1,0,0,0,0,0,0,66225.5,"lightning struck radio equip on 3 towers          "
0,0,0,0,0,0,0,0,1,174518.44,"water damage at courthouse                        "
0,0,1,0,0,0,0,0,0,9365,"lightning damage at Corp. Counsel Bldg.           "
0,0,1,0,0,0,0,0,0,12650,"lightning damage at Comm. Tower                   "
0,0,0,0,0,0,0,1,0,12875,"water damage at Anderson House                    "
0,0,0,0,0,1,0,0,0,66931.96,"dumptruck entered garage w/out lowering box       "
0,0,1,0,0,0,0,0,0,4440.51,"lightning strike on north tower                   "
0,0,0,0,0,0,0,0,1,13252.27,"pressure increase dmgd tank, juice                "
0,0,0,0,0,0,0,1,0,8480,"wind and water damage to contents                 "
0,0,0,0,0,0,0,0,1,5206.3,"damaged to Justice Center from power surge        "
0,1,0,0,0,0,0,0,0,1449.04,"fire on county land                               "
0,0,0,0,0,0,1,0,0,1800,"water damage-Parks Admin                          "
0,0,0,0,0,0,0,1,0,4322.85,"airport water damage                              "
1,0,0,0,0,0,0,0,0,723.88,"vandalism damage at Greenfield Park               "
0,0,0,0,0,0,0,1,0,1560,"water damage at Villa Terrace                     "
0,0,0,0,0,0,0,1,0,25938.1,"water damage at Brown Deer Park                   "
1,0,0,0,0,0,0,0,0,5183,"vandalism damage at Scout Lake                    "
0,0,0,0,0,0,0,1,0,36583.9,"water damage-Courthouse                           "
1,0,0,0,0,0,0,0,0,5441.79,"vandalism damage at Warnimont                     "
1,0,0,0,0,0,0,0,0,798.94,"vandalism damage at Jackson Park                  "
0,0,0,0,0,0,0,1,0,120422.5,"water damage at Willow Way                        "
1,0,0,0,0,0,0,0,0,955.02,"vandalism damage at Jacobus Park                  "
0,0,1,0,0,0,0,0,0,23830,"lightning damage                                  "
1,0,0,0,0,0,0,0,0,686.01,"vandalism damage at Scout Lake                    "
1,0,0,0,0,0,0,0,0,4083.84,"vandalism damage at Washington Park               "
0,0,0,0,0,0,1,0,0,12404.6,"water damage at senior center                     "
1,0,0,0,0,0,0,0,0,857.12,"vandalism damage at LaFollette Park               "
1,0,0,0,0,0,0,0,0,1220.59,"vandalism damage at Hoyt Park                     "
0,0,0,1,0,0,0,0,0,10658.1,"wind damage-Mitchell Domes                        "
1,0,0,0,0,0,0,0,0,998.41,"vandalism damage at Sheridan Park                 "
1,0,0,0,0,0,0,0,0,63724.21,"theft of items at Park Maintenance                "
1,0,0,0,0,0,0,0,0,593.17,"vandalism damage at Cannon Park                   "
0,0,0,1,0,0,0,0,0,4070.69,"wind damage                                       "
1,0,0,0,0,0,0,0,0,1100.42,"vandalism at Clark Square Park                    "
0,0,0,0,0,0,0,0,1,14943.4,"oil spill - War Memorial/Art Museum               "
0,0,0,0,0,0,1,0,0,1114594.49,"water damage-Ice Rink                             "
0,0,0,0,0,0,0,1,0,11994.12,"pipe freeze                                       "
0,0,0,0,0,0,0,1,0,15116.74,"water damage at Oak Leaf                          "
0,0,0,1,0,0,0,0,0,43939.48,"wind damage                                       "
0,0,0,0,0,0,0,0,1,2633822.39,"buildings damaged at Mitchell Domes               "
0,0,0,0,0,0,0,1,0,96388.96,"water damage at zoo                               "
0,0,1,0,0,0,0,0,0,13019.85,"lightning damage at House of Corr.                "
1,0,0,0,0,0,0,0,0,1472.99,"vandalism damage at Humboldt                      "
1,0,0,0,0,0,0,0,0,544.87,"vandalism at KK Sports Pavilion                   "
1,0,0,0,0,0,0,0,0,1901.99,"vandalism damage at Smith Park                    "
0,0,0,1,0,0,0,0,0,7835.86,"wind damage at O'Donnell Park                     "
1,0,0,0,0,0,0,0,0,4516.77,"vandalism-Airport                                 "
1,0,0,0,0,0,0,0,0,1796.83,"vandalism at Humboldt Svc. Bldg.                  "
1,0,0,0,0,0,0,0,0,1499.73,"vandalism damage at Doyne Park                    "
0,0,0,0,0,0,0,1,0,53716.14,"water damage at art museum                        "
1,0,0,0,0,0,0,0,0,814.5,"vandalism damage at McCarty Pavilion              "
0,0,1,0,0,0,0,0,0,4823.06,"lightning damage at Mitchell Domes                "
0,0,0,0,0,0,0,0,1,15000,"zoo animals died                                  "
0,0,0,0,0,0,1,0,0,5020.63,"water damage at Jail                              "
1,0,0,0,0,0,0,0,0,737,"vandalism damage at Greenfield Park               "
1,0,0,0,0,0,0,0,0,728.51,"vandalism damage at WI Ave. Park                  "
0,0,0,0,0,0,0,1,0,14419.42,"roof drain froze                                  "
1,0,0,0,0,0,0,0,0,2722.44,"vandalism damage at Baran Park                    "
1,0,0,0,0,0,0,0,0,679.35,"vandalism damage at Washington Park               "
0,1,0,0,0,0,0,0,0,1872.02,"fire damage at jail                               "
1,0,0,0,0,0,0,0,0,544.87,"vandalism at Greenfield Park                      "
1,0,0,0,0,0,0,0,0,1267.91,"vandalism at McGovern Park                        "
0,0,1,0,0,0,0,0,0,4826.45,"lightning damage at zoo                           "
0,0,0,0,0,1,0,0,0,1050.76,"fence damaged at Vogel Park                       "
0,0,0,0,0,0,0,1,0,4904.16,"water damage at museum                            "
0,0,0,0,0,0,1,0,0,8996.47,"water damage at Whitnall Park                     "
1,0,0,0,0,0,0,0,0,683.3,"vandalism at Jackson boathouse                    "
1,0,0,0,0,0,0,0,0,1500,"vandalism damage at Washington Park               "
0,0,0,0,0,0,1,0,0,351965.58,"water damage-Courthouse                           "
1,0,0,0,0,0,0,0,0,2500,"vandalism-Veterans Park                           "
1,0,0,0,0,0,0,0,0,613.91,"vandalism damage at Kern Park                     "
0,0,0,0,0,0,0,1,0,1612.77,"pipe froze at Cooper Park                         "
1,0,0,0,0,0,0,0,0,1606.84,"vandalism damage at Washington Park               "
1,0,0,0,0,0,0,0,0,1848.06,"vandalism damage at Brown Deer                    "
1,0,0,0,0,0,0,0,0,574.08,"vandalism damage at McCarty Pavilion              "
0,0,0,0,0,1,0,0,0,1349.58,"light pole damaged at park                        "
1,0,0,0,0,0,0,0,0,2265.75,"GMIA vandalism                                    "
1,0,0,0,0,0,0,0,0,1360,"vandalism damage at McGovern                      "
1,0,0,0,0,0,0,0,0,1048.15,"vandalism damage at County Line                   "
1,0,0,0,0,0,0,0,0,1088.03,"vandalism damage at Sheridan Park                 "
1,0,0,0,0,0,0,0,0,3763.85,"vandalism damage at Washington Park               "
1,0,0,0,0,0,0,0,0,798.94,"vandalism damage at Jackson Park                  "
1,0,0,0,0,0,0,0,0,801.28,"vandalism damage at LaFollette Park               "
0,0,0,0,0,1,0,0,0,571.52,"vehicle struck fence                              "
1,0,0,0,0,0,0,0,0,7000,"vandalism damage at Greenfield Park               "
1,0,0,0,0,0,0,0,0,1771.97,"vandalism damage at Wilson Park                   "
0,0,0,0,0,0,0,1,0,148313.76,"water damage-Museum                               "
1,0,0,0,0,0,0,0,0,765,"vandalism damage at Pulaski Park                  "
1,0,0,0,0,0,0,0,0,723.83,"vandalism damage at Smith Park                    "
1,0,0,0,0,0,0,0,0,3696,"tee markers stolen                                "
1,0,0,0,0,0,0,0,0,2071.18,"vandalism damage at Jacobus Park                  "
1,0,0,0,0,0,0,0,0,917.84,"vandalism damage at Greenfield Park               "
1,0,0,0,0,0,0,0,0,1998.95,"vandalism at Sheridan Park                        "
1,0,0,0,0,0,0,0,0,29835.25,"theft of lights at Park Maintenance               "
1,0,0,0,0,0,0,0,0,1403.99,"theft of camera at park                           "
1,0,0,0,0,0,0,0,0,2212.1,"glass breakage                                    "
0,1,0,0,0,0,0,0,0,39495.44,"smoke/fire damage-Courthouse                      "
1,0,0,0,0,0,0,0,0,815.6,"vandalism at Koscivszko Center                    "
1,0,0,0,0,0,0,0,0,923.41,"vandalism damage at Wilson Park                   "
0,0,0,0,0,1,0,0,0,661.65,"vehicle struck light pole                         "
1,0,0,0,0,0,0,0,0,4789.48,"theft of brass at courthouse                      "
0,0,0,0,0,1,0,0,0,590.9,"garage door damaged at GMIA                       "
1,0,0,0,0,0,0,0,0,878.93,"vandalism- GMIA                                   "
0,0,0,1,0,0,0,0,0,1591.51,"wind damage on Lincoln Drive                      "
1,0,0,0,0,0,0,0,0,4120.03,"vandalism damage at Walker Square                 "
1,0,0,0,0,0,0,0,0,977.52,"vandalism-GMIA                                    "
1,0,0,0,0,0,0,0,0,1616.92,"laptop stolen                                     "
1,0,0,0,0,0,0,0,0,775.34,"vandalism damage at LaFollette Park               "
1,0,0,0,0,0,0,0,0,12696.94,"vandalism damage at Sheridan Park                 "
1,0,0,0,0,0,0,0,0,386.45,"vandalism dmg Kozy service garage                 "
1,0,0,0,0,0,0,0,0,326.05,"vandalism dmg Madison Park                        "
1,0,0,0,0,0,0,0,0,319.32,"vandalism dmg Wahl Park                           "
1,0,0,0,0,0,0,0,0,393.26,"vandalism dmg Madison Park                        "
1,0,0,0,0,0,0,0,0,231.4,"vandalism dmg Johnson's restrooms                 "
1,0,0,0,0,0,0,0,0,406.84,"vandalism dmg LaFollette Park                     "
1,0,0,0,0,0,0,0,0,212.88,"vandalism dmg Tippecanoe                          "
0,0,0,0,0,1,0,0,0,9427,"fence damaged at zoo                              "
1,0,0,0,0,0,0,0,0,309.75,"vandalism dmg Lake Park bath house                "
1,0,0,0,0,0,0,0,0,249.03,"vandalism dmg Mitchell pavilion                   "
0,0,0,0,0,0,0,1,0,223263.91,"water damage at Mitchell Park                     "
1,0,0,0,0,0,0,0,0,1478.44,"vandalism damage at Tippecanoe                    "
1,0,0,0,0,0,0,0,0,625.93,"vandalism damage at Carver Park                   "
1,0,0,0,0,0,0,0,0,567.55,"vandalism dmg Shendan bath house                  "
1,0,0,0,0,0,0,0,0,218.59,"vandalism dmg Pulaski Pool                        "
1,0,0,0,0,0,0,0,0,179.63,"vandalism dmg Froemming Park                      "
1,0,0,0,0,0,0,0,0,112.58,"vandalism dmg Lincoln Blatz                       "
1,0,0,0,0,0,0,0,0,295.74,"vandalism dmg Lindbergh                           "
1,0,0,0,0,0,0,0,0,2057.29,"vandalism at Lindsay Park                         "
1,0,0,0,0,0,0,0,0,1550,"glass vandalism at GMIA                           "
1,0,0,0,0,0,0,0,0,438.39,"vandalism dmg Washington Pool bldg.               "
1,0,0,0,0,0,0,0,0,615.66,"vandalism at Mitchell Park Pool Bldg.             "
1,0,0,0,0,0,0,0,0,962.63,"vandalism damage at Smith Pavilion                "
1,0,0,0,0,0,0,0,0,269.45,"vandalism dmg Wilson pavilion                     "
1,0,0,0,0,0,0,0,0,900.47,"vandalism damage at Doctors Park                  "
1,0,0,0,0,0,0,0,0,819.39,"vandalism damage at Noyes Clubhouse               "
1,0,0,0,0,0,0,0,0,233.78,"vandalism dmg Washington Senior Center            "
1,0,0,0,0,0,0,0,0,1602.69,"vandalism damage at Grant Clubhouse               "
1,0,0,0,0,0,0,0,0,357.93,"vandalism dmg Washington Pool bldg.               "
1,0,0,0,0,0,0,0,0,207.59,"vandalism dmg Wilson pavilion                     "
1,0,0,0,0,0,0,0,0,589.51,"vandalism dmg Brown Deer comfort bldg.            "
1,0,0,0,0,0,0,0,0,834.13,"vandalism damage at O'Donnell Garage              "
1,0,0,0,0,0,0,0,0,440,"vandalism dmg Brown Deer clubhouse                "
